nom,age,langue,genre,nombre_enfant,titre,salaire
Cisse,38.0,Allemand,Feminin,5,Cadre superieur,684409.0
Rebeca,35.0,Russe,Masculin,7,Retraite,751397.0
Diop,90.0,Espagnol,Masculin,2,Cadre superieur,690874.0
James,37.0,anglais,Masculin,3,Cadre superieur,501044.0
James,69.0,arabe,Masculin,2,Retraite,894483.0
Moussa,51.0,arabe,Feminin,4,Retraite,191699.0
Abakar,83.0,chinois,Feminin,5,Cadre superieur,835007.0
Rebeca,37.0,Russe,Feminin,6,Cadre superieur,855744.0
Eric,64.0,anglais,Masculin,4,Independant,175159.0
Moussa,88.0,francais,Feminin,3,Cadre superieur,744593.0
Yussef,77.0,Allemand,Masculin,6,Independant,334473.0
Diop,51.0,Allemand,Masculin,2,Independant,
Diop,49.0,anglais,Feminin,7,Cadre superieur,659610.0
Eric,90.0,Allemand,Feminin,5,Independant,362687.0
Cisse,49.0,Russe,Feminin,6,Retraite,679429.0
James,41.0,Russe,Masculin,7,Fonctionaire,453609.0
Abakar,67.0,Espagnol,Feminin,3,Independant,503953.0
Sherif,66.0,Allemand,Feminin,7,Retraite,588640.0
James,96.0,Espagnol,Feminin,5,Independant,634032.0
Moussa,69.0,chinois,Feminin,1,Fonctionaire,230722.0
Abakar,56.0,arabe,Feminin,7,Cadre superieur,465615.0
Yussef,56.0,francais,Feminin,3,Cadre superieur,393924.0
Diop,94.0,chinois,Feminin,1,Fonctionaire,731891.0
Fatima,82.0,Espagnol,Masculin,3,Fonctionaire,396148.0
Rebeca,93.0,chinois,Feminin,5,Cadre superieur,312894.0
Fatima,33.0,anglais,Feminin,4,Independant,231516.0
Sherif,63.0,Espagnol,Feminin,4,Fonctionaire,442637.0
Sherif,46.0,arabe,Masculin,5,Independant,126339.0
Robert,81.0,anglais,Feminin,0,Independant,358872.0
Moussa,30.0,anglais,Feminin,2,Retraite,598902.0
Sherif,68.0,Russe,Feminin,5,Cadre superieur,124168.0
Ali,42.0,Espagnol,Masculin,2,Cadre superieur,163942.0
Rebeca,73.0,Allemand,Feminin,2,Retraite,391372.0
Ali,72.0,Allemand,Masculin,0,Fonctionaire,380590.0
Haroun,61.0,Allemand,Masculin,1,Retraite,825691.0
Fatima,44.0,chinois,Masculin,2,Retraite,562876.0
Eric,82.0,anglais,Feminin,5,Independant,220965.0
Moussa,66.0,anglais,Feminin,4,Fonctionaire,595607.0
Rebeca,70.0,Russe,Feminin,6,Fonctionaire,600241.0
Cisse,62.0,Russe,Masculin,3,Fonctionaire,883103.0
Haroun,76.0,anglais,Masculin,3,Fonctionaire,633825.0
Ali,94.0,Espagnol,Masculin,6,Independant,262288.0
Eric,93.0,francais,Feminin,4,Retraite,
Eric,36.0,Espagnol,Feminin,5,Retraite,365544.0
Diop,43.0,arabe,Masculin,6,Cadre superieur,409773.0
James,68.0,Allemand,Feminin,0,Independant,870890.0
Cisse,46.0,anglais,Feminin,5,Fonctionaire,872528.0
Moussa,35.0,Allemand,Masculin,4,Independant,685940.0
James,41.0,Espagnol,Feminin,3,Fonctionaire,886699.0
Cisse,44.0,Russe,Feminin,5,Fonctionaire,218931.0
Moussa,32.0,francais,Masculin,6,Retraite,180436.0
Abakar,30.0,Russe,Feminin,2,Independant,168861.0
Fatima,89.0,francais,Masculin,5,Cadre superieur,718288.0
Ali,43.0,Russe,Masculin,1,Retraite,712968.0
Diop,49.0,Espagnol,Masculin,3,Independant,892215.0
Eric,44.0,chinois,Masculin,4,Fonctionaire,611109.0
James,70.0,Russe,Feminin,2,Cadre superieur,430549.0
Yussef,37.0,chinois,Masculin,7,Retraite,354818.0
Abakar,67.0,arabe,Feminin,0,Retraite,252483.0
Moussa,43.0,francais,Feminin,2,Independant,564386.0
Cisse,80.0,Allemand,Masculin,6,Cadre superieur,559537.0
Moussa,50.0,francais,Masculin,7,Retraite,183361.0
Abakar,82.0,Allemand,Masculin,6,Independant,344816.0
Fatima,86.0,Espagnol,Feminin,4,Retraite,203002.0
James,91.0,arabe,Masculin,2,Cadre superieur,267300.0
Robert,66.0,Russe,Masculin,5,Fonctionaire,367218.0
Cisse,64.0,arabe,Masculin,4,Fonctionaire,81230.0
Fatima,48.0,Espagnol,Masculin,6,Retraite,744345.0
Haroun,85.0,Allemand,Masculin,5,Cadre superieur,626664.0
Moussa,61.0,Espagnol,Masculin,1,Fonctionaire,362167.0
George,43.0,chinois,Feminin,0,Cadre superieur,199573.0
Sherif,81.0,chinois,Feminin,2,Independant,709986.0
James,68.0,Espagnol,Masculin,3,Cadre superieur,820786.0
Ali,34.0,francais,Masculin,7,Retraite,752971.0
Ali,46.0,Allemand,Feminin,7,Cadre superieur,418356.0
James,74.0,Allemand,Masculin,2,Fonctionaire,306519.0
James,84.0,Allemand,Masculin,3,Independant,449240.0
Cisse,74.0,arabe,Feminin,3,Independant,413054.0
Ali,83.0,arabe,Masculin,0,Cadre superieur,106024.0
Eric,35.0,Espagnol,Masculin,5,Retraite,252807.0
Yussef,72.0,chinois,Feminin,4,Fonctionaire,840164.0
Haroun,74.0,Allemand,Feminin,6,Fonctionaire,319321.0
George,84.0,Espagnol,Feminin,2,Fonctionaire,463211.0
Robert,34.0,Russe,Feminin,6,Cadre superieur,632040.0
Fatima,48.0,Espagnol,Feminin,4,Fonctionaire,117621.0
Yussef,57.0,Allemand,Feminin,3,Cadre superieur,424254.0
Haroun,85.0,Russe,Masculin,6,Cadre superieur,191577.0
Haroun,87.0,Espagnol,Feminin,7,Cadre superieur,258586.0
Rebeca,79.0,chinois,Masculin,7,Independant,789352.0
Sherif,52.0,arabe,Feminin,0,Fonctionaire,88587.0
Diop,90.0,Allemand,Masculin,5,Retraite,539921.0
Diop,92.0,anglais,Masculin,0,Retraite,706185.0
Robert,44.0,anglais,Feminin,6,Independant,868981.0
Yussef,65.0,Russe,Masculin,6,Fonctionaire,841921.0
Cisse,60.0,Russe,Feminin,6,Fonctionaire,814494.0
Sherif,64.0,anglais,Feminin,2,Retraite,555001.0
Yussef,95.0,francais,Masculin,0,Independant,157588.0
Rebeca,60.0,arabe,Feminin,5,Independant,393870.0
Abakar,52.0,francais,Masculin,2,Cadre superieur,416398.0
Robert,80.0,Allemand,Feminin,2,Cadre superieur,170917.0
George,95.0,arabe,Masculin,7,Retraite,327889.0
Moussa,47.0,Russe,Feminin,1,Fonctionaire,424267.0
Abakar,38.0,Russe,Feminin,3,Fonctionaire,359046.0
Cisse,44.0,arabe,Masculin,5,Fonctionaire,732724.0
Sherif,71.0,francais,Masculin,0,Retraite,603170.0
Rebeca,38.0,Espagnol,Feminin,5,Retraite,789337.0
James,62.0,Espagnol,Masculin,2,Independant,612828.0
Yussef,34.0,Allemand,Feminin,5,Fonctionaire,181729.0
Haroun,92.0,chinois,Masculin,4,Cadre superieur,211466.0
Yussef,79.0,anglais,Masculin,5,Fonctionaire,130276.0
Yussef,45.0,arabe,Feminin,6,Cadre superieur,777019.0
Abakar,,anglais,Feminin,3,Cadre superieur,685932.0
Sherif,38.0,chinois,Masculin,7,Fonctionaire,830259.0
Diop,33.0,chinois,Feminin,4,Independant,474665.0
Abakar,86.0,anglais,Masculin,1,Fonctionaire,571512.0
Yussef,58.0,francais,Masculin,6,Fonctionaire,341006.0
Haroun,28.0,Allemand,Feminin,7,Retraite,420680.0
Abakar,80.0,francais,Masculin,1,Fonctionaire,379221.0
Moussa,97.0,anglais,Masculin,3,Independant,536735.0
Abakar,61.0,Allemand,Feminin,3,Fonctionaire,169410.0
Sherif,72.0,Russe,Feminin,7,Fonctionaire,725566.0
Sherif,29.0,anglais,Feminin,2,Retraite,562122.0
Eric,66.0,Russe,Feminin,1,Retraite,885114.0
James,47.0,Russe,Feminin,7,Cadre superieur,729251.0
Sherif,29.0,Allemand,Feminin,1,Fonctionaire,473664.0
Cisse,89.0,Espagnol,Feminin,7,Independant,768245.0
Haroun,91.0,Russe,Masculin,7,Retraite,244299.0
Eric,69.0,francais,Feminin,2,Independant,584240.0
Cisse,61.0,arabe,Feminin,5,Independant,750052.0
Ali,84.0,Allemand,Feminin,4,Fonctionaire,128483.0
Robert,35.0,chinois,Masculin,1,Cadre superieur,743962.0
Ali,86.0,arabe,Feminin,4,Fonctionaire,448936.0
Eric,92.0,arabe,Feminin,7,Cadre superieur,735575.0
Fatima,92.0,Espagnol,Feminin,3,Fonctionaire,371171.0
Diop,34.0,anglais,Masculin,2,Retraite,222313.0
Abakar,51.0,francais,Masculin,6,Independant,153863.0
Sherif,67.0,Espagnol,Feminin,6,Independant,719443.0
Cisse,94.0,arabe,Masculin,5,Fonctionaire,633768.0
Ali,50.0,Russe,Masculin,7,Retraite,501853.0
Moussa,72.0,Espagnol,Masculin,5,Retraite,525617.0
George,79.0,chinois,Feminin,6,Retraite,870989.0
Moussa,69.0,chinois,Feminin,5,Cadre superieur,355525.0
Haroun,74.0,arabe,Masculin,6,Retraite,198651.0
Robert,90.0,chinois,Feminin,7,Independant,446149.0
Robert,49.0,anglais,Masculin,3,Retraite,735700.0
Moussa,96.0,anglais,Feminin,3,Fonctionaire,247360.0
James,55.0,anglais,Feminin,7,Independant,606081.0
Moussa,44.0,anglais,Feminin,6,Fonctionaire,308522.0
Rebeca,61.0,Allemand,Masculin,4,Cadre superieur,739306.0
Rebeca,37.0,Espagnol,Feminin,1,Independant,312954.0
Fatima,82.0,francais,Feminin,6,Cadre superieur,164307.0
Ali,87.0,Espagnol,Masculin,4,Retraite,262773.0
Yussef,71.0,Espagnol,Masculin,4,Fonctionaire,665787.0
Abakar,87.0,arabe,Feminin,7,Cadre superieur,891084.0
Robert,52.0,anglais,Feminin,6,Cadre superieur,694497.0
Cisse,29.0,Russe,Feminin,3,Cadre superieur,655029.0
Fatima,70.0,Espagnol,Feminin,2,Cadre superieur,615803.0
Ali,68.0,Allemand,Feminin,4,Cadre superieur,414007.0
Fatima,64.0,arabe,Masculin,3,Independant,743576.0
Diop,33.0,francais,Feminin,1,Independant,826422.0
Moussa,38.0,francais,Masculin,7,Fonctionaire,273976.0
Fatima,72.0,arabe,Feminin,5,Fonctionaire,355090.0
Ali,32.0,arabe,Feminin,1,Cadre superieur,304414.0
James,50.0,arabe,Masculin,1,Retraite,441023.0
Cisse,78.0,anglais,Feminin,5,Retraite,180698.0
Cisse,30.0,Russe,Feminin,1,Independant,514890.0
Cisse,65.0,chinois,Masculin,1,Cadre superieur,437195.0
Sherif,68.0,anglais,Masculin,4,Fonctionaire,383714.0
Fatima,68.0,arabe,Feminin,3,Independant,489969.0
Abakar,51.0,francais,Feminin,5,Cadre superieur,174773.0
Ali,60.0,Allemand,Feminin,0,Fonctionaire,201987.0
James,38.0,francais,Feminin,7,Fonctionaire,822685.0
Ali,66.0,francais,Masculin,1,Independant,439530.0
Fatima,38.0,chinois,Masculin,6,Retraite,893315.0
Yussef,67.0,francais,Feminin,2,Retraite,601756.0
Cisse,88.0,francais,Feminin,3,Cadre superieur,267744.0
Rebeca,,Espagnol,Feminin,5,Fonctionaire,170253.0
Moussa,82.0,Russe,Masculin,6,Fonctionaire,197066.0
James,30.0,anglais,Feminin,1,Independant,284561.0
Eric,80.0,Allemand,Masculin,4,Cadre superieur,325713.0
Ali,49.0,Russe,Masculin,7,Cadre superieur,449638.0
Moussa,75.0,arabe,Masculin,4,Fonctionaire,176893.0
Cisse,46.0,arabe,Masculin,3,Independant,714464.0
Yussef,34.0,francais,Feminin,6,Fonctionaire,294522.0
Ali,74.0,chinois,Masculin,5,Fonctionaire,697287.0
Fatima,43.0,Espagnol,Feminin,4,Independant,434096.0
Sherif,54.0,Allemand,Masculin,4,Retraite,742639.0
Yussef,69.0,Espagnol,Masculin,3,Fonctionaire,579045.0
Moussa,62.0,anglais,Feminin,3,Independant,297861.0
Rebeca,30.0,francais,Feminin,1,Cadre superieur,835509.0
Haroun,39.0,arabe,Feminin,5,Fonctionaire,579582.0
Yussef,44.0,Allemand,Masculin,0,Retraite,412238.0
Robert,79.0,francais,Masculin,3,Independant,
Ali,79.0,Russe,Feminin,2,Cadre superieur,431192.0
James,71.0,francais,Feminin,6,Retraite,233458.0
Cisse,94.0,Allemand,Masculin,6,Retraite,216815.0
James,34.0,arabe,Feminin,6,Fonctionaire,281849.0
Eric,75.0,Russe,Feminin,0,Fonctionaire,781256.0
Rebeca,66.0,chinois,Masculin,7,Cadre superieur,477068.0
Haroun,89.0,arabe,Feminin,3,Cadre superieur,687962.0
Sherif,93.0,arabe,Masculin,3,Retraite,390789.0
Cisse,43.0,francais,Feminin,5,Fonctionaire,333953.0
Haroun,66.0,francais,Masculin,6,Independant,550265.0
Diop,82.0,chinois,Feminin,4,Independant,570051.0
Cisse,47.0,chinois,Feminin,3,Independant,223099.0
Fatima,68.0,Allemand,Feminin,3,Independant,561514.0
Moussa,75.0,Allemand,Feminin,5,Retraite,828219.0
Ali,59.0,Allemand,Masculin,4,Cadre superieur,317220.0
Haroun,66.0,chinois,Feminin,0,Fonctionaire,794527.0
Eric,76.0,francais,Masculin,7,Fonctionaire,
Diop,29.0,Russe,Feminin,3,Fonctionaire,430785.0
Haroun,86.0,Espagnol,Feminin,6,Retraite,299849.0
Diop,94.0,anglais,Feminin,7,Cadre superieur,324862.0
Ali,34.0,arabe,Feminin,4,Retraite,345011.0
Haroun,37.0,Allemand,Masculin,7,Fonctionaire,835779.0
Rebeca,65.0,francais,Feminin,4,Fonctionaire,556849.0
Ali,53.0,Allemand,Feminin,6,Fonctionaire,583333.0
Abakar,71.0,Espagnol,Masculin,1,Independant,203162.0
George,95.0,anglais,Feminin,1,Fonctionaire,859915.0
Sherif,72.0,Espagnol,Masculin,1,Retraite,153290.0
James,41.0,arabe,Masculin,3,Fonctionaire,213701.0
James,67.0,Allemand,Feminin,2,Retraite,82566.0
Eric,71.0,arabe,Masculin,7,Fonctionaire,850480.0
James,94.0,Espagnol,Masculin,7,Cadre superieur,596317.0
Fatima,73.0,francais,Feminin,4,Cadre superieur,868462.0
Rebeca,70.0,Espagnol,Feminin,3,Independant,693230.0
Eric,,chinois,Masculin,4,Fonctionaire,829136.0
Eric,85.0,arabe,Masculin,6,Independant,99640.0
Yussef,43.0,Espagnol,Masculin,2,Fonctionaire,392049.0
Eric,43.0,Russe,Feminin,1,Independant,223586.0
Moussa,44.0,anglais,Feminin,7,Independant,110675.0
Fatima,88.0,arabe,Feminin,1,Fonctionaire,619245.0
Yussef,49.0,chinois,Masculin,1,Fonctionaire,396251.0
Fatima,81.0,Espagnol,Masculin,4,Cadre superieur,291392.0
Cisse,35.0,francais,Masculin,1,Cadre superieur,822383.0
Yussef,,chinois,Feminin,7,Cadre superieur,394541.0
Cisse,47.0,anglais,Masculin,7,Independant,122012.0
James,95.0,Allemand,Masculin,2,Fonctionaire,206119.0
Fatima,77.0,chinois,Masculin,7,Retraite,698530.0
Cisse,53.0,francais,Feminin,5,Fonctionaire,635622.0
Ali,88.0,Russe,Feminin,0,Independant,303593.0
James,71.0,Allemand,Feminin,5,Retraite,358753.0
Sherif,68.0,chinois,Feminin,4,Fonctionaire,610969.0
Moussa,62.0,francais,Feminin,1,Independant,378348.0
Rebeca,48.0,arabe,Feminin,7,Retraite,321387.0
Haroun,86.0,anglais,Feminin,7,Fonctionaire,641746.0
Rebeca,57.0,Russe,Feminin,5,Cadre superieur,103087.0
Robert,28.0,chinois,Feminin,4,Cadre superieur,879972.0
Fatima,40.0,Russe,Feminin,3,Cadre superieur,447351.0
James,30.0,anglais,Feminin,4,Retraite,368301.0
Eric,46.0,francais,Feminin,0,Independant,635123.0
Yussef,95.0,arabe,Masculin,5,Fonctionaire,108101.0
Ali,91.0,chinois,Masculin,4,Fonctionaire,166825.0
Cisse,93.0,francais,Masculin,0,Independant,154830.0
Ali,77.0,francais,Feminin,5,Independant,295738.0
George,93.0,francais,Feminin,0,Retraite,244878.0
Diop,53.0,Espagnol,Masculin,3,Cadre superieur,536385.0
James,78.0,anglais,Feminin,4,Independant,392246.0
Abakar,44.0,francais,Feminin,6,Independant,88115.0
James,95.0,arabe,Masculin,2,Independant,704636.0
Haroun,61.0,anglais,Masculin,6,Retraite,755764.0
Rebeca,72.0,chinois,Feminin,2,Independant,255390.0
Sherif,48.0,arabe,Feminin,1,Cadre superieur,193708.0
Eric,28.0,Russe,Masculin,1,Independant,260462.0
Abakar,78.0,chinois,Feminin,7,Independant,344307.0
James,32.0,Russe,Masculin,5,Cadre superieur,93566.0
Abakar,92.0,Espagnol,Masculin,2,Retraite,389064.0
Moussa,73.0,francais,Feminin,3,Fonctionaire,808332.0
Fatima,31.0,Espagnol,Masculin,5,Cadre superieur,395686.0
George,38.0,Allemand,Feminin,5,Independant,518307.0
Abakar,39.0,Espagnol,Masculin,2,Retraite,760847.0
Haroun,67.0,anglais,Feminin,6,Fonctionaire,601149.0
Diop,92.0,Espagnol,Masculin,6,Independant,608041.0
James,94.0,Allemand,Feminin,6,Retraite,337486.0
Fatima,67.0,Russe,Masculin,4,Retraite,227910.0
James,75.0,anglais,Feminin,1,Fonctionaire,646678.0
Haroun,66.0,Russe,Feminin,0,Fonctionaire,328267.0
Robert,96.0,anglais,Feminin,5,Retraite,300295.0
Fatima,88.0,Russe,Feminin,1,Independant,839744.0
Abakar,29.0,Espagnol,Feminin,2,Fonctionaire,192918.0
Moussa,29.0,chinois,Feminin,1,Independant,80497.0
Robert,55.0,Espagnol,Masculin,4,Fonctionaire,777123.0
Haroun,72.0,Espagnol,Feminin,5,Fonctionaire,532749.0
Yussef,28.0,chinois,Masculin,3,Cadre superieur,693040.0
Haroun,42.0,chinois,Feminin,7,Retraite,715948.0
Rebeca,81.0,francais,Feminin,6,Retraite,652666.0
Sherif,36.0,Russe,Feminin,2,Retraite,784759.0
Cisse,36.0,anglais,Masculin,6,Fonctionaire,124909.0
Cisse,83.0,chinois,Feminin,5,Independant,495412.0
Ali,82.0,francais,Masculin,4,Independant,374171.0
Sherif,,Allemand,Feminin,4,Independant,181821.0
Sherif,67.0,Allemand,Feminin,5,Cadre superieur,622701.0
Diop,82.0,Allemand,Feminin,7,Cadre superieur,709398.0
Fatima,56.0,chinois,Feminin,0,Retraite,108987.0
Eric,36.0,Russe,Masculin,1,Independant,365561.0
Ali,62.0,arabe,Masculin,4,Independant,456563.0
Sherif,90.0,chinois,Masculin,2,Fonctionaire,846231.0
Ali,74.0,francais,Masculin,4,Cadre superieur,594869.0
Robert,28.0,anglais,Masculin,6,Retraite,651501.0
Diop,92.0,francais,Feminin,5,Cadre superieur,321776.0
Moussa,75.0,francais,Masculin,3,Cadre superieur,709808.0
Yussef,95.0,Russe,Feminin,1,Cadre superieur,506211.0
Rebeca,42.0,arabe,Masculin,3,Retraite,544535.0
Sherif,,Russe,Feminin,4,Fonctionaire,557246.0
George,39.0,anglais,Masculin,6,Retraite,295863.0
Robert,38.0,Russe,Masculin,3,Independant,535184.0
Cisse,96.0,chinois,Masculin,6,Fonctionaire,601126.0
Ali,30.0,Espagnol,Masculin,3,Retraite,650362.0
Yussef,83.0,Espagnol,Masculin,0,Independant,885037.0
Diop,63.0,Allemand,Masculin,2,Retraite,178324.0
Ali,96.0,anglais,Masculin,3,Fonctionaire,398544.0
James,62.0,arabe,Feminin,4,Fonctionaire,500019.0
Diop,45.0,anglais,Masculin,1,Cadre superieur,632445.0
James,50.0,francais,Feminin,6,Retraite,208432.0
Fatima,40.0,chinois,Masculin,0,Retraite,467321.0
Diop,63.0,Espagnol,Masculin,7,Fonctionaire,297955.0
James,82.0,francais,Masculin,7,Independant,707335.0
Robert,87.0,Allemand,Masculin,3,Cadre superieur,690725.0
James,34.0,Allemand,Masculin,7,Retraite,506695.0
Abakar,34.0,arabe,Feminin,6,Cadre superieur,
George,35.0,Russe,Feminin,1,Cadre superieur,668247.0
Sherif,51.0,Espagnol,Masculin,7,Retraite,339782.0
Eric,62.0,francais,Masculin,7,Independant,793209.0
Ali,47.0,arabe,Feminin,7,Cadre superieur,
Sherif,30.0,chinois,Feminin,3,Independant,682921.0
George,32.0,chinois,Masculin,6,Cadre superieur,871614.0
Abakar,41.0,anglais,Feminin,5,Fonctionaire,403359.0
Fatima,41.0,Espagnol,Feminin,3,Retraite,208995.0
Abakar,75.0,chinois,Feminin,7,Independant,331750.0
Yussef,92.0,Russe,Masculin,4,Independant,382557.0
Sherif,59.0,anglais,Masculin,4,Independant,577531.0
Fatima,72.0,francais,Feminin,5,Fonctionaire,789890.0
Rebeca,43.0,chinois,Feminin,6,Cadre superieur,793702.0
Yussef,58.0,francais,Masculin,6,Retraite,324539.0
Robert,57.0,francais,Masculin,3,Fonctionaire,880996.0
Rebeca,64.0,chinois,Feminin,7,Cadre superieur,612858.0
Diop,95.0,chinois,Masculin,0,Fonctionaire,660238.0
Rebeca,61.0,arabe,Masculin,6,Cadre superieur,481648.0
Rebeca,78.0,arabe,Feminin,6,Cadre superieur,556828.0
Rebeca,71.0,chinois,Masculin,4,Fonctionaire,674228.0
Rebeca,41.0,chinois,Masculin,2,Retraite,574875.0
Rebeca,45.0,Espagnol,Feminin,5,Independant,595591.0
James,72.0,Russe,Masculin,3,Fonctionaire,752777.0
Sherif,45.0,Russe,Masculin,2,Independant,441174.0
Diop,31.0,Espagnol,Masculin,2,Independant,167049.0
Eric,43.0,Allemand,Masculin,5,Independant,518423.0
Cisse,41.0,chinois,Feminin,2,Independant,855981.0
George,84.0,Espagnol,Masculin,5,Cadre superieur,601163.0
Abakar,86.0,Espagnol,Masculin,2,Independant,344033.0
Eric,36.0,Allemand,Masculin,4,Cadre superieur,838267.0
Ali,51.0,anglais,Feminin,3,Retraite,415996.0
Sherif,46.0,arabe,Feminin,4,Cadre superieur,493122.0
Ali,86.0,francais,Masculin,6,Fonctionaire,666433.0
Eric,49.0,francais,Masculin,2,Independant,433674.0
Robert,36.0,Russe,Feminin,7,Independant,568851.0
Moussa,97.0,Russe,Masculin,5,Independant,605228.0
Yussef,59.0,chinois,Masculin,4,Retraite,721790.0
Robert,59.0,Russe,Feminin,6,Fonctionaire,548624.0
Yussef,81.0,Espagnol,Feminin,5,Independant,833891.0
Moussa,62.0,chinois,Feminin,3,Independant,283626.0
James,83.0,chinois,Masculin,0,Cadre superieur,451735.0
Diop,37.0,chinois,Feminin,5,Cadre superieur,578871.0
James,75.0,Allemand,Feminin,3,Retraite,390654.0
Sherif,52.0,francais,Feminin,7,Cadre superieur,346407.0
Robert,81.0,arabe,Masculin,1,Fonctionaire,801509.0
Cisse,77.0,arabe,Feminin,0,Independant,683651.0
George,29.0,anglais,Masculin,4,Retraite,276908.0
Eric,87.0,Allemand,Feminin,0,Retraite,
Haroun,64.0,anglais,Feminin,7,Independant,444088.0
Moussa,84.0,francais,Masculin,3,Cadre superieur,872177.0
Robert,39.0,arabe,Feminin,7,Retraite,505704.0
James,90.0,anglais,Masculin,1,Fonctionaire,126786.0
Moussa,84.0,chinois,Feminin,5,Fonctionaire,827594.0
Robert,42.0,arabe,Feminin,7,Fonctionaire,507707.0
Abakar,61.0,Allemand,Masculin,6,Independant,162510.0
Fatima,69.0,francais,Masculin,4,Cadre superieur,392356.0
Robert,53.0,francais,Masculin,0,Fonctionaire,364434.0
Abakar,69.0,Espagnol,Feminin,5,Cadre superieur,229245.0
Haroun,38.0,anglais,Feminin,7,Cadre superieur,134652.0
Moussa,77.0,chinois,Feminin,7,Retraite,688125.0
Fatima,45.0,chinois,Masculin,6,Independant,456046.0
Yussef,37.0,Allemand,Masculin,3,Independant,844106.0
Cisse,51.0,Espagnol,Feminin,3,Cadre superieur,147260.0
Robert,89.0,Espagnol,Feminin,2,Cadre superieur,248960.0
Rebeca,69.0,francais,Feminin,2,Cadre superieur,825905.0
Fatima,88.0,chinois,Feminin,4,Cadre superieur,236833.0
Moussa,38.0,francais,Feminin,2,Cadre superieur,611135.0
Diop,72.0,Russe,Masculin,2,Independant,137232.0
Abakar,94.0,Russe,Feminin,0,Independant,210878.0
Cisse,63.0,arabe,Masculin,7,Fonctionaire,489377.0
Robert,76.0,francais,Masculin,6,Independant,427528.0
Sherif,62.0,francais,Feminin,3,Fonctionaire,
Haroun,33.0,Russe,Feminin,5,Fonctionaire,251587.0
James,38.0,Espagnol,Feminin,7,Retraite,521327.0
James,33.0,francais,Feminin,7,Fonctionaire,750649.0
James,68.0,Espagnol,Feminin,4,Retraite,522391.0
Eric,84.0,francais,Masculin,1,Independant,692637.0
Cisse,67.0,Espagnol,Feminin,5,Independant,558567.0
Haroun,59.0,francais,Masculin,2,Independant,528966.0
Abakar,53.0,chinois,Masculin,3,Independant,689347.0
Rebeca,62.0,chinois,Masculin,7,Cadre superieur,539954.0
George,68.0,Allemand,Feminin,4,Cadre superieur,337287.0
Haroun,77.0,Espagnol,Feminin,3,Fonctionaire,373872.0
Abakar,86.0,anglais,Feminin,7,Retraite,153182.0
Moussa,60.0,arabe,Masculin,4,Retraite,746140.0
Rebeca,60.0,francais,Feminin,0,Cadre superieur,412853.0
Robert,52.0,chinois,Masculin,1,Fonctionaire,618703.0
George,95.0,anglais,Masculin,0,Fonctionaire,656425.0
Robert,32.0,Espagnol,Feminin,5,Independant,296395.0
Haroun,96.0,Allemand,Feminin,1,Cadre superieur,112175.0
Eric,57.0,arabe,Feminin,2,Retraite,637098.0
Sherif,87.0,Allemand,Feminin,7,Retraite,192321.0
Rebeca,66.0,Allemand,Masculin,5,Fonctionaire,597743.0
Moussa,41.0,chinois,Masculin,3,Retraite,781393.0
Sherif,49.0,Russe,Feminin,1,Cadre superieur,705194.0
Abakar,43.0,arabe,Feminin,7,Independant,493428.0
Diop,79.0,francais,Feminin,5,Fonctionaire,577860.0
Abakar,91.0,chinois,Masculin,5,Cadre superieur,529177.0
Rebeca,70.0,arabe,Masculin,0,Independant,160933.0
Moussa,37.0,Espagnol,Masculin,1,Fonctionaire,860680.0
Cisse,29.0,anglais,Masculin,2,Cadre superieur,307314.0
Eric,67.0,Russe,Feminin,0,Retraite,186998.0
Rebeca,55.0,francais,Masculin,5,Cadre superieur,740075.0
James,64.0,Russe,Feminin,6,Cadre superieur,219544.0
Ali,72.0,Russe,Feminin,0,Independant,478894.0
Fatima,62.0,Allemand,Masculin,4,Fonctionaire,277741.0
Ali,93.0,Allemand,Feminin,0,Fonctionaire,864802.0
Yussef,76.0,francais,Masculin,3,Independant,340514.0
Haroun,92.0,Espagnol,Masculin,2,Fonctionaire,384388.0
Ali,,Espagnol,Masculin,6,Fonctionaire,787880.0
Cisse,35.0,Russe,Feminin,1,Independant,848246.0
Cisse,86.0,Espagnol,Masculin,3,Retraite,135136.0
Sherif,61.0,anglais,Feminin,2,Independant,127518.0
Rebeca,,Russe,Feminin,0,Cadre superieur,770643.0
Sherif,34.0,arabe,Masculin,1,Independant,399316.0
Moussa,53.0,Espagnol,Masculin,5,Cadre superieur,632881.0
Fatima,63.0,arabe,Masculin,7,Fonctionaire,265400.0
Diop,68.0,arabe,Feminin,7,Fonctionaire,360584.0
Abakar,83.0,Russe,Masculin,7,Retraite,222016.0
James,80.0,Allemand,Feminin,5,Independant,709062.0
James,79.0,Russe,Masculin,3,Retraite,387338.0
Haroun,43.0,arabe,Feminin,0,Independant,341588.0
Eric,80.0,anglais,Feminin,0,Fonctionaire,893975.0
Rebeca,68.0,Allemand,Masculin,3,Fonctionaire,719724.0
Fatima,46.0,Espagnol,Feminin,5,Fonctionaire,427819.0
Yussef,73.0,Russe,Feminin,5,Independant,479383.0
James,65.0,Espagnol,Masculin,4,Independant,832869.0
Sherif,,Espagnol,Feminin,6,Cadre superieur,897350.0
Diop,39.0,arabe,Masculin,5,Cadre superieur,804642.0
George,72.0,francais,Feminin,2,Independant,349550.0
Fatima,88.0,arabe,Feminin,3,Independant,410557.0
Cisse,30.0,anglais,Masculin,0,Independant,207250.0
